Samp,Directory,File,State,Country,RANGE,Year,TimeBin,PCOASamp,PcoaGroups,PcoaGroupRegion,PcoaYR,SampleN,lat,lon,H_C,N_S,Heterozygosity,K2Q1S1964,K2Q2S1964,K3Q1S1964,K3Q2S1964,K3Q3S1964,K4Q1S1964,K4Q2S1964,K4Q3S1964,K4Q4S1964,MaxK3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,NREAD,COVERAGE,AC_COVERAGE,AC_COUNT,AC_2_COVERAGE,AC_2_COUNT,LI_COVERAGE,LI_COUNT,Region,stdAC,stdLI,geno_Hb7a1,geno_Hb7a2,geno_Hb7b,geno_Hb9,geno_Hb13,PC1_TE,PC2_TE,PC3_TE,PC4_TE,PC5_TE
TRHS104,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS104_CKDL230018650-1A_225KJTLT3_L2_C1.bam,LA,USA,NAM,1931,1918-1957,1931_TRHS104,1918-1957,1918-1957_South,1931_South,67,30.0686437,-89.92812792,H,S,0.001308278,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.041963812,0.062258461,-0.019691818,-0.007951809,0.006036168,-0.011705276,0.015415585,0.00553085,-0.012315756,-0.005914407,12773445,0,17.1978,32,17.3782,24,12.4512,38,South,2.51E-06,2.97E-06,0.5,0,0,0,0,-82.04394485,36.16984956,-24.79460506,4.003242245,14.58402042
TRHS160,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS160_CKDL230018651-1A_225KJTLT3_L3_C1.bam,LA,USA,NAM,1957,1918-1957,1957_TRHS160,1918-1957,1918-1957_South,1957_South,69,30.12646024,-90.47088359,H,S,0.00279769,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.043309527,0.06709963,-0.037354713,-0.021922384,0.031759364,-0.015862232,0.024323869,0.001258031,-0.003180949,0.014785452,25545874,0,57.2459,42,60.8539,50,53.3472,88,South,1.64E-06,3.44E-06,0,0,0.5,0,0,38.22703772,23.84346862,4.312830247,-2.600098761,2.935131187
TRHS96,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS96_CKDL230018650-1A_225KJTLT3_L2_C1.bam,LA,USA,NAM,1977,1958-1997,1977_TRHS96,1958-1997,1958-1997_South,1977_South,200,30.1290721,-91.60829751,H,S,0.002610117,1.00E-09,0.999999999,0.898397456,0.101602543,1.00E-09,0.082523553,1.00E-09,1.00E-09,0.917476445,8.98E-01,0.0445179,0.054840577,-0.037100078,-0.016172832,0.028221372,-0.026811291,0.014079556,0.004740782,-0.018275515,-0.011840574,27925965,0,21.2267,10,25.3157,16,27.7937,52,South,3.58E-07,1.86E-06,0,0,0,0,0,35.5946514,26.36790693,-1.642595446,-3.154182161,-2.750172596
TRH4_66,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_66_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,MS,USA,NAM,NA,NA,NA_TRH4_66,1958-1997,1958-1997_South,NA_South,NA,30.1290721,-91.60829751,H,S,0.002950485,0.045722029,0.954277971,0.855811328,0.137847386,0.006341286,0.11127799,1.00E-09,0.048633352,0.840088657,8.56E-01,0.034872329,0.054835677,-0.011525036,-0.026202314,0.039197266,-0.001044596,0.018526452,-0.002199319,0.031567345,0.027181736,23052600,0,60.3728,35,51.0523,36,74.8372,94,South,1.52E-06,4.08E-06,0,0,0.5,0,0,34.58676548,22.07831038,3.104859058,-4.504747325,-5.710240949
TRH4_16,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_16_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1963,1958-1997,1963_TRH4_16,1958-1997,1958-1997_South,1963_South,201,30.2035445,-90.91129129,H,S,0.003425891,0.006960272,0.993039728,0.92467967,0.075320329,1.00E-09,0.055875025,1.00E-09,0.001904836,0.942220137,9.25E-01,0.038766041,0.061425928,-0.036541575,-0.031762277,0.015183479,0.096788546,0.00673521,-0.041740117,0.015900583,-0.037352346,24870024,0,13.0487,6,32.6518,16,57.6452,84,South,2.41E-07,3.38E-06,0,0.5,0,0,0,86.60055791,2.231217234,1.204928989,-2.059151539,-0.053289811
LA_2,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,LA_2_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,LA,USA,NAM,1989,1958-1997,1989_LA_2,1958-1997,1958-1997_South,1989_South,202,30.2035445,-90.91129129,H,S,0.00337363,0.155081828,0.844918172,0.923261267,1.00E-09,0.076738732,1.00E-09,1.00E-09,0.142107598,0.8578924,9.23E-01,0.025446092,0.070199953,0.003890089,-0.051391599,0.038365925,0.069734558,0.025302006,-0.02833213,0.026038836,-0.034606745,22464923,0,80.0361,35,79.3145,46,91.1956,92,South,1.56E-06,4.10E-06,0,0.5,0,0,0,103.723776,-19.37884261,-11.04288159,1.048462709,-3.091155208
TRHS342,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS342_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1989,1958-1997,1989_TRHS342,1958-1997,1958-1997_South,1989_South,203,30.20369,-91.02449,H,S,0.00270629,6.49E-05,0.999935101,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.036377013,0.069011145,-0.035175897,-0.032066604,0.00141645,0.080054658,0.007933196,-0.01483099,0.013267391,-0.03233764,21595248,0,60.1924,44,68.7312,35,72.8836,109,South,2.04E-06,5.05E-06,0,0.5,0,0,0,70.85505368,-0.830447898,-3.514431735,0.201517216,-4.879417894
TRHS363,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS363_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1966,1958-1997,1966_TRHS363,1958-1997,1958-1997_South,1966_South,204,30.211056,-92.019554,H,S,0.003147559,0.187681315,0.812318685,0.230148344,0.686397594,0.083454062,0.687749152,0.010109567,0.113838471,0.188302809,6.86E-01,0.025056904,-0.011571194,-0.005248989,0.017207598,-0.039309193,-0.012537127,-0.010953651,0.005739527,-0.021760638,-0.01592736,20527152,0,57.0054,38,50.6314,26,7.6322,14,South,1.85E-06,6.82E-07,0,0,0,0.5,0,37.67371502,16.49603654,-1.310560547,-0.956282764,-1.317356099
TRHS345,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS345_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1933,1918-1957,1933_TRHS345,1918-1957,1918-1957_South,1933_South,70,30.219167,-92.372255,H,S,0.002377981,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.04273464,0.067090887,-0.035811248,-0.01992965,0.017111008,-0.004304689,0.015581032,0.002256462,-0.009488829,-0.014527949,23292071,0,22.1287,24,36.1395,30,49.6744,94,South,1.03E-06,4.04E-06,0,0.5,0,0,0,22.05201627,25.3536901,-5.477130564,1.567664417,13.48252137
TRH4_80,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_80_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1975,1958-1997,1975_TRH4_80,1958-1997,1958-1997_South,1975_South,205,30.2292239,-93.35794516,H,S,0.003232962,0.333426004,0.666573996,0.06126186,0.735381379,0.203356761,0.721627164,0.147663647,0.092418662,0.038290526,7.35E-01,0.013702717,-0.028742442,0.021596216,-0.003941413,-0.005684595,0.093878756,0.019807791,-0.020711726,0.052557846,-0.006163347,20891552,0,85.2676,72,86.6506,70,8.80438,7,South,3.45E-06,3.35E-07,0,0.5,0.5,0,0,77.66373789,-2.836625275,1.041529255,-6.245616728,-0.850884684
TRHS361,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS361_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,2002,1998-Present,2002_TRHS361,1998-Present,1998-Present_South,2002_South,366,30.229512,-93.277859,H,S,0.002341501,1.00E-09,0.999999999,0.999998027,1.97E-06,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.04578759,0.060230934,-0.035143014,-0.014972657,0.012416196,-0.000873641,0.028690999,-0.00063891,-0.001599848,0.002935223,19658503,0,48.7072,38,33.1329,34,27.6895,80,South,1.93E-06,4.07E-06,0,0.5,0.5,0,0,-7.753108833,36.43729246,-7.796271485,2.709076208,11.77909013
TRHS344,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS344_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1987,1958-1997,1987_TRHS344,1958-1997,1958-1997_South,1987_South,206,30.246912,-92.638819,H,S,0.002294265,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.037900949,0.06555119,-0.025445465,-0.029182001,0.036303003,-0.003868103,0.013267676,-0.006208261,-0.003864177,0.002029029,17208616,0,58.9898,48,75.7066,37,67.6478,108,South,2.79E-06,6.28E-06,0,0,0,0,0,52.00738826,4.812999373,-7.313544443,1.120217389,-1.79030234
TRHS356,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS356_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,2003,1998-Present,2003_TRHS356,1998-Present,1998-Present_South,2003_South,367,30.283419,-89.811476,H,S,0.00249225,0.085681942,0.914318058,0.913578523,0.046976043,0.039445434,0.023998195,1.00E-09,0.088303051,0.887698754,9.14E-01,0.031866544,0.060183008,-0.005866681,-0.039756721,0.058383846,-0.00300653,0.024264593,-0.016013043,0.039769147,0.023509081,19102527,0,94.528,52,98.9176,59,91.7426,171,South,2.72E-06,8.95E-06,0,0,0.5,0,0,84.09792837,-13.60230023,-11.11967012,0.925946894,-6.161693467
TRH4_73,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_73_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1975,1958-1997,1975_TRH4_73,1958-1997,1958-1997_South,1975_South,207,30.29053336,-92.41197912,H,S,0.003452141,0.186768841,0.813231159,0.50610799,0.384244282,0.109647728,0.372235753,0.044467415,0.114110829,0.469186003,5.06E-01,0.025333624,0.019355604,0.001171229,-0.012649259,0.016219168,0.041886415,-0.003880369,-0.027271697,0.011504698,-0.02476787,21646663,0,56.0433,22,61.8761,31,56.2647,60,South,1.02E-06,2.77E-06,0,0.5,0,0,0,64.60531146,10.30397798,3.485722862,-6.779395239,-4.928749231
TRH4_32,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_32_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1987,1958-1997,1987_TRH4_32,1958-1997,1958-1997_South,1987_South,208,30.29053336,-92.41197912,H,S,0.004434883,0.298117091,0.701882909,0.609639351,0.167561031,0.222799618,0.177808221,0.046558515,0.268665317,0.506967947,6.10E-01,0.013621,0.036697579,-0.003079471,0.015118486,-0.155796136,0.108488614,-0.062362834,-0.044313366,0.015559956,0.01131553,34899776,0,54.6001,33,79.555,42,63.3498,91,South,9.46E-07,2.61E-06,0,0.5,0,0.5,0,112.0332161,-2.041438226,3.3283946,-3.119178427,5.801627829
TRHS427,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS427_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1947,1918-1957,1947_TRHS427,1918-1957,1918-1957_South,1947_South,71,30.3490978,-94.1779626,H,S,0.003332641,0.195705142,0.804294858,0.444846257,0.446132323,0.10902142,0.451077467,0.005411924,0.157969351,0.385541258,4.46E-01,0.023291456,0.012325859,-0.004090239,0.012786496,-0.050227111,-0.018198206,-0.020425512,0.014976362,-0.01182606,0.018853213,21437545,0,0,0,11.6055,6,13.7015,30,South,0,1.40E-06,0,0,0,0,0,81.40217198,-1.064437137,-4.057786352,-2.340807832,-1.541774813
TRHS354,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS354_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1949,1918-1957,1949_TRHS354,1918-1957,1918-1957_South,1949_South,72,30.369294,-89.747499,H,S,0.003224669,1.00E-09,0.999999999,0.77848049,0.221519509,1.00E-09,0.196438649,1.00E-09,1.00E-09,0.803561349,7.78E-01,0.046208333,0.041320672,-0.038426425,-0.012029622,0.029060578,-0.028023174,0.02547143,-0.000458543,0.003259835,0.014104461,29893252,0,66.8671,63,63.199,53,14.7955,32,South,2.11E-06,1.07E-06,0,0,0.5,0,0,60.25349777,17.12321571,-0.94662665,-0.495408072,4.71198572
TRHS339,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS339_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1987,1958-1997,1987_TRHS339,1958-1997,1958-1997_South,1987_South,209,30.37588,-91.168632,H,S,0.002769522,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.040800419,0.06594835,-0.031424174,-0.020764177,0.010453399,0.024213918,0.004462133,-0.005511215,-0.005042561,-0.020572281,23710415,0,85.3277,54,77.9916,46,70.982,99,South,2.28E-06,4.18E-06,0,0.5,0,0,0,46.03624321,14.85191633,-2.06793248,1.599016369,-2.719210388
TRH4_75,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_75_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1966,1958-1997,1966_TRH4_75,1958-1997,1958-1997_South,1966_South,210,30.40784295,-89.95463322,H,S,0.003156651,0.302978715,0.697021285,0.016502719,0.811668455,0.171828826,0.799705888,0.126828601,0.073465509,1.87E-09,8.12E-01,0.016240927,-0.034516734,0.009818433,-0.003568307,-0.038187625,0.126489586,-0.003764805,-0.037181897,0.047231521,-0.03562232,19077073,0,43.656,21,75.1654,44,10.8883,6,South,1.10E-06,3.15E-07,0,0.5,0.5,0,0,42.16348416,13.00164709,4.96074757,-8.556548685,-6.406557444
TRH4_74,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_74_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1973,1958-1997,1973_TRH4_74,1958-1997,1958-1997_South,1973_South,211,30.40784295,-89.95463322,H,S,0.003638136,0.404380526,0.595619474,0.67418348,0.002026935,0.323789585,0.039679072,0.018240974,0.456580942,0.485499012,6.74E-01,0.002517456,0.048335614,0.008342273,0.037626601,-0.214359508,0.110804942,-0.082295012,-0.021520856,0.006773135,-0.002708962,27439828,0,0,0,0,0,10.3933,12,South,0,4.37E-07,0,0.5,0,0.5,0,70.25127761,8.432187114,5.96906426,-8.567388987,-4.232475403
TRHS144,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS144_CKDL230018650-1A_225KJTLT3_L2_C1.bam,LA,USA,NAM,1990,1958-1997,1990_TRHS144,1958-1997,1958-1997_South,1990_South,212,30.44013624,-90.72790744,H,S,0.002805239,0.020369302,0.979630698,0.985960439,0.01403956,1.00E-09,1.00E-09,1.00E-09,0.016964993,0.983035005,9.86E-01,0.03659961,0.064214324,-0.022411068,-0.034944345,0.022858306,0.046388271,0.001645551,-0.023622471,0.019677942,-0.019875972,21617227,0,86.831,56,75.5262,53,45.0638,60,South,2.59E-06,2.78E-06,0,0.5,0,0.5,0,75.76341003,-1.085464471,-4.527740249,-2.073835511,-3.123327156
TRHS139,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS139_CKDL230018650-1A_225KJTLT3_L2_C1.bam,LA,USA,NAM,1903,1878-1917,1903_TRHS139,1878-1917,1878-1917_South,1903_South,12,30.46341479,-91.31274667,H,S,0.001129439,0.141127085,0.858872915,0.065971348,0.899620996,0.034407657,0.876694749,0.044343916,1.00E-09,0.078961333,9.00E-01,0.029018,-0.032667579,-0.008928099,0.007524795,-0.003727972,-0.0172633,0.005560642,0.003825336,-0.003724746,-0.013851525,9632160,0,22.7901,20,33.9146,26,15.8635,34,South,2.08E-06,3.53E-06,0,0,0,0,0,-93.03997198,17.93184805,-24.48805329,-4.372598372,-8.059748378
TRHS347,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS347_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,2020,1998-Present,2020_TRHS347,1998-Present,1998-Present_South,2020_South,368,30.476093,-90.105449,H,S,0.002413279,1.00E-09,0.999999999,0.999978588,2.14E-05,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.038319105,0.064985143,-0.030679404,-0.024115903,0.026251407,0.027621343,0.014615327,-0.007195196,0.006950549,-0.026358017,19345441,0,43.7162,24,39.3265,32,74.0557,126,South,1.24E-06,6.51E-06,0,0.5,0,0,0,56.45377946,3.127264541,-13.65206395,3.589365011,2.500056843
TRHS353,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS353_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1969,1958-1997,1969_TRHS353,1958-1997,1958-1997_South,1969_South,213,30.522847,-90.348329,H,S,0.002983528,1.00E-09,0.999999999,0.999997355,2.64E-06,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.039821819,0.065859897,-0.02954234,-0.031303195,0.038583784,-0.015803789,0.007158549,-0.001167274,-0.003946087,-0.001635205,24870325,0,64.8226,36,35.899,28,76.7648,122,South,1.45E-06,4.91E-06,0,0,0,0,0,72.12876238,5.260262673,1.212719995,-2.698337104,-4.423126675
TRHS232,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS232_CKDL230018651-1A_225KJTLT3_L3_C1.bam,LA,USA,NAM,1987,1958-1997,1987_TRHS232,1958-1997,1958-1997_South,1987_South,214,30.53823959,-91.09561662,H,S,0.002993686,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.038218952,0.072050679,-0.034860777,-0.031769636,0.008925696,0.074374481,0.011685467,-0.030227282,0.000670332,-0.01970311,23262477,0,58.8695,42,66.2658,36,67.3352,108,South,1.81E-06,4.64E-06,0,0.5,0,0,0,62.83661002,7.27812903,-3.688837222,0.423259175,-6.767623827
TRH4_78,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_78_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,2006,1998-Present,2006_TRH4_78,1998-Present,1998-Present_South,2006_South,369,30.53823959,-91.09561662,H,S,0.00353708,0.396896118,0.603103882,0.014920677,0.722064683,0.26301464,0.702925202,0.163596874,0.133477922,1.00E-09,7.22E-01,0.008072998,-0.033640928,0.048412721,-0.00903817,0.003478273,0.112767736,0.038528485,-0.047866103,0.114489421,-0.009563784,23132619,0,6.55442,2,0,0,11.7218,22,South,8.65E-08,9.51E-07,0,0.5,0.5,0.5,0,106.8587828,-16.97995695,-9.150491166,-2.478027478,-3.587033001
TRHS64,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS64_CKDL230018650-1A_225KJTLT3_L2_C1.bam,LA,USA,NAM,1979,1958-1997,1979_TRHS64,1958-1997,1958-1997_South,1979_South,216,30.62665232,-90.40568053,H,S,0.002736232,0.003638829,0.996361171,0.984867311,0.015132688,1.00E-09,1.00E-09,1.00E-09,0.000197558,0.99980244,9.85E-01,0.038335662,0.065456528,-0.024771766,-0.031540227,0.033760246,0.041579082,0.018287467,-0.016206662,0.033984625,0.00143447,24105791,0,51.353,20,36.9814,16,79.0831,136,South,8.30E-07,5.64E-06,0,0.5,0.5,0,0,72.60536438,0.530331916,-5.960815278,2.75489568,-5.001592197
TRH4_72,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_72_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1975,1958-1997,1975_TRH4_72,1958-1997,1958-1997_South,1975_South,215,30.62665232,-90.40568053,H,S,0.003207415,0.313510215,0.686489785,0.064521783,0.751904396,0.183573821,0.745693406,0.117880549,0.103551837,0.032874208,7.52E-01,0.015625905,-0.029397401,0.029235494,-0.000584562,0.016619142,-0.0072136,0.006964161,-0.02226333,0.020209241,-0.033086263,21735388,0,46.6025,16,43.5358,14,12.1646,13,South,7.36E-07,5.98E-07,0,0,0,0,0,55.57305017,9.376743662,5.589133401,-8.006754693,-7.629560201
TRHS343,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS343_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1981,1958-1997,1981_TRHS343,1958-1997,1958-1997_South,1981_South,217,30.650251,-92.829664,H,S,0.003436438,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.039362448,0.067643173,-0.035587127,-0.027637773,0.008735368,0.025269712,0.001160121,-0.018994191,-0.006727555,-0.014969315,23421270,0,26.2778,17,52.255,26,57.0982,90,South,7.26E-07,3.84E-06,0,0.5,0,0,0,36.52907541,23.60555441,7.33241136,-2.688102074,-3.07311064
TRH4_24,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_24_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1908,1878-1917,1908_TRH4_24,1878-1917,1878-1917_South,1908_South,13,30.65287053,-92.82787923,H,S,0.00252134,1.00E-09,0.999999999,0.999994939,5.06E-06,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.039629771,0.064530519,-0.027177079,-0.025311435,0.033353552,-0.017796423,0.008124048,-0.010667059,-0.015947073,-0.004888366,22708589,0,57.8473,32,53.3975,36,78.484,146,South,1.41E-06,6.43E-06,0,0,0,0,0,67.01772317,3.542479299,-5.168827446,-0.753014227,-1.656394975
TRHS90,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS90_CKDL230018650-1A_225KJTLT3_L2_C1.bam,AL,USA,NAM,1839,1838-1877,1839_TRHS90,1838-1877,1838-1877_South,1839_South,1,30.68515162,-88.19752335,H,S,0.002362585,0.388346762,0.611653238,1.00E-09,0.762765662,0.237234337,0.684574228,0.314538244,1.00E-09,0.000887526,7.63E-01,0.00851239,-0.036203837,-0.037863714,-0.000619153,-0.00326552,0.002128593,0.024872836,0.004599009,-0.033336633,0.02778917,17624586,0,15.2736,3,20.1443,5,8.51784,18,South,1.70E-07,1.02E-06,0,0,0.5,0,0,-23.74084329,32.64654245,-5.569730488,1.502972743,3.767441807
TRHS244,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS244_CKDL230018652-1A_225KJTLT3_L4_C1.bam,GA,USA,NAM,1967,1958-1997,1967_TRHS244,1958-1997,1958-1997_South,1967_South,218,30.71008961,-82.89393519,H,S,0.002450706,1.00E-09,0.999999999,0.970339519,0.02966048,1.00E-09,0.000106444,1.00E-09,1.00E-09,0.999893554,9.70E-01,0.038303285,0.060895923,-0.028721322,-0.019588432,0.033388778,-0.010362294,0.011701377,0.001400333,-0.002459045,-0.001967178,18259296,0,66.386,34,54.4799,32,60.1719,73,South,1.86E-06,4.00E-06,0,0,0,0,0,5.005674183,25.4767715,2.61295835,-5.285908739,-7.979081642
TRHS349,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS349_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1996,1958-1997,1996_TRHS349,1958-1997,1958-1997_South,1996_South,219,30.785919,-89.89005,H,S,0.002760367,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.038020283,0.069412514,-0.019874446,-0.031782726,0.042471087,-0.001814494,-0.001066558,-0.010800217,-0.005111258,0.004042757,22994943,0,23.8725,14,50.3909,38,80.2553,140,South,6.09E-07,6.09E-06,0,0,0,0,0,80.70082206,-4.369327534,-6.131865168,-1.094177756,-3.824979105
TRH4_56,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRH4_56_CKDL230035585-1A_22FCV5LT3_L4_C1.bam,LA,USA,NAM,1943,1918-1957,1943_TRH4_56,1918-1957,1918-1957_South,1943_South,73,30.85334331,-90.04052688,H,S,0.003464265,0.181251769,0.818748231,0.125886927,0.800721436,0.073391637,0.807872864,1.00E-09,0.103756376,0.088370759,8.01E-01,0.028998617,-0.026806468,0.041944275,0.007662811,0.03695587,0.001644066,0.051343404,-0.044176267,0.236884036,0.21225722,25518652,0,0,0,0,0,17.0096,24,South,0,9.40E-07,0,0,1,0,0.5,91.74639461,-2.508272805,-0.602634236,-4.11848004,3.985555071
LA_1,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,LA_1_CKDL230010355-1A_HJJGGCCX2_L2_C1.bam,LA,USA,NAM,1972,1958-1997,1972_LA_1,1958-1997,1958-1997_South,1972_South,220,30.85334331,-90.04052688,H,S,0.002699034,1.00E-09,0.999999999,0.753321768,0.246678231,1.00E-09,0.221795386,1.00E-09,1.00E-09,0.778204612,7.53E-01,0.042889332,0.040903429,-0.03081608,-0.016306052,0.021641076,-0.013775938,0.017928234,0.004728454,-0.02284189,-0.004690063,22972405,0,69.7535,49,61.816,51,37.9005,68,South,2.13E-06,2.96E-06,0,0,0,0,0,39.09920384,18.65796072,-4.772645147,-1.745301205,0.155751488
TRHS207,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS207_CKDL230018651-1A_225KJTLT3_L3_C1.bam,LA,USA,NAM,1982,1958-1997,1982_TRHS207,1958-1997,1958-1997_South,1982_South,221,30.87977273,-91.42002868,H,S,0.002171075,1.00E-09,0.999999999,0.932686976,0.067313023,1.00E-09,0.048689009,1.00E-09,1.00E-09,0.951310989,9.33E-01,0.039809427,0.059085201,-0.02626695,-0.016557285,0.023724314,-0.020984864,0.008415,-0.000572486,-0.018656181,-0.008395114,17440418,0,47.264,24,46.2417,26,54.9101,64,South,1.38E-06,3.67E-06,0,0,0,0.5,0,26.57175197,12.32138091,-7.233465689,1.233656579,-1.077819286
TRHS359,/work/calicraw/Projects/HerbariumStructure/aligned/processed/herbarium,TRHS359_CKDL230021747-1A_225YNKLT3_L7_C1.bam,NA,USA,NAM,1971,1958-1997,1971_TRHS359,1958-1997,1958-1997_South,1971_South,222,30.919754,-90.680309,H,S,0.002333231,1.00E-09,0.999999999,0.999999998,1.00E-09,1.00E-09,1.00E-09,1.00E-09,1.00E-09,0.999999997,1.00E+00,0.039074996,0.069565145,-0.027524175,-0.020254804,0.017043715,-0.011665672,0.020063635,0.003972079,-0.007141691,-0.009220144,19629244,0,56.7649,36,54.4799,34,60.2761,86,South,1.83E-06,4.38E-06,0,0,0,0,0,6.546337729,24.27523398,1.110172187,-1.935522116,-3.805609456
