TE,mean_UK,fdr_uk,mean_France,fdr_f,mean_Belgium,fdr_b,mean_spain,fdr_spain,mean_slope,fdr_time
BRENSPM1,0.5,0.553973557,1.033333333,0.069133809,0.631578947,0.742538553,1.739130435,5.17E-11,-0.003325409,0.822333505
BRODYAGA1A,0.166666667,0.704535775,0.3,0.849465809,0.350877193,0.735806384,0.826086957,4.79E-07,0.005864517,0.698672213
BvL1,3.666666667,0.710548159,4.7,0.024302084,3.754385965,0.861726817,6.260869565,3.13E-12,0.022747928,0.097901257
BvL1.2,1.5,0.243780105,2.933333333,0.389875585,2.614035088,0.95649751,4.260869565,3.54E-09,0.024912948,0.072076469
CACTA.I,NA,NA,0.666666667,0.687843201,0.771929825,0.426037487,NA,NA,0.000894289,0.955090921
CACTA.P,0.333333333,0.409472332,0.666666667,0.719612349,0.614035088,0.965402671,0.913043478,8.21E-05,0.010170306,0.483269766
CACTA.Q,0.5,0.580217003,0.733333333,0.85803386,0.701754386,0.965402671,NA,NA,0.009260489,0.524372694
CACTA_LP,116.5,0.137550108,157.7,0.030167626,134.4035088,0.866683723,202.3913043,2.57E-12,0.032039906,0.020857766
CACTAN1_ZM,4.5,0.673680276,4.5,0.436608388,4.070175439,0.802457711,5.782608696,5.33E-15,0.021336794,0.136603599
CALYPSHAN2_I_MT,1.833333333,0.317291031,2.833333333,0.035796849,2.50877193,0.789609823,3.565217391,6.09E-12,0.035121575,0.017875068
CAREP,0.666666667,0.901568048,0.666666667,0.614717801,0.473684211,0.544470768,0.956521739,2.15E-08,0.03764376,0.014506542
CAREP1,5.333333333,0.14411545,7.8,0.048638726,7.105263158,0.941953156,9.173913043,4.11E-09,0.024934725,0.080352739
Cassandra_AT.LTR,1.5,0.225482796,2.7,0.054417667,2.298245614,0.945740969,3.52173913,1.52E-07,0.027171761,0.054836181
Cassandra_DT.LTR,0.5,0.451502053,1,0.224201457,0.789473684,0.997280127,1.826086957,7.87E-13,0.035138574,0.017313009
Cassandra_MT.LTR,49.83333333,0.13651778,64.66666667,0.055014923,55.68421053,0.86161522,96.56521739,4.15E-17,0.036147974,0.014506542
Cassandra_OS.LTR,1.833333333,0.488984472,1.633333333,0.989336666,1.561403509,0.801582203,NA,NA,0.004239957,0.778608584
Cassandra_SBi.LTR,0.166666667,0.187233629,0.6,0.837053929,0.666666667,0.660825517,0.565217391,0.908956377,0.006805,0.649861344
Cassandra_ZM.LTR,2.333333333,0.80528592,2.433333333,0.085728202,2.245614035,0.858757708,2.695652174,1.97E-05,0.007615907,0.611383322
Caulimovirus.1_ADu,0.166666667,0.947704006,0.2,0.910272941,0.210526316,0.934977985,0.391304348,0.058637161,0.007612697,0.607725738
Caulimovirus.1_AIp,1.833333333,0.174458212,2.966666667,0.202663209,2.561403509,0.929272636,4.304347826,1.58E-11,0.012371088,0.373813288
Caulimovirus.1_ALy,1.333333333,0.436887227,1.233333333,0.272402083,0.947368421,0.734771022,1.739130435,1.06E-07,0.022826102,0.108927425
Caulimovirus.1_ATr,0.5,0.24496268,1.2,0.187935268,0.877192982,0.821093344,2.391304348,1.72E-10,0.030083735,0.037914138
Caulimovirus.1_BD,2.666666667,0.988463965,2.966666667,0.368649479,2.684210526,0.992503404,4.173913043,5.27E-08,0.028810296,0.042950629
Caulimovirus.1_CC,21.66666667,0.586248961,25.36666667,0.029636043,22.54385965,0.861726817,29.26086957,2.24E-13,0.019682004,0.167184685
Caulimovirus.1_ECa,0.5,0.971463674,0.666666667,0.077765352,0.403508772,0.715103528,0.869565217,1.38E-05,0.009709881,0.506092642
Caulimovirus.1_FV,0.333333333,0.748768777,0.266666667,0.558239429,0.298245614,0.652623157,0.695652174,4.06E-05,0.007218176,0.63010562
Caulimovirus.1_GM,3.833333333,0.578381903,5.433333333,0.091196091,4.49122807,0.970231919,10.26086957,7.14E-11,0.02377704,0.09923182
Caulimovirus.1_GR,1,0.692823033,1.266666667,0.839092003,1.175438596,0.770058221,3.217391304,1.29E-08,0.025960627,0.066557625
Caulimovirus.1_NS,2.666666667,0.820751093,2.8,0.128023652,2.49122807,0.994495284,3.260869565,4.36E-05,0.015093391,0.303531181
Caulimovirus.1_OS,0.5,0.464719837,0.866666667,0.576687043,0.649122807,0.583864388,1.304347826,0.001287937,0.004824009,0.746492655
Caulimovirus.1_PD,0.166666667,0.580013811,0.5,0.113099837,0.368421053,0.870134908,0.826086957,1.96E-06,0.007369291,0.620276238
Caulimovirus.1_PTr,0.333333333,0.322000809,0.766666667,0.41064506,0.649122807,0.866683723,NA,NA,0.038098218,0.014654363
Caulimovirus.1_TC,0.5,0.820371085,0.566666667,0.217578588,0.333333333,0.739329223,0.826086957,0.004074057,0.015424786,0.280378192
Caulimovirus.10_ATr,0.5,0.670090138,0.466666667,0.202599794,0.280701754,0.821093344,0.913043478,4.56E-10,-0.013505067,0.349018275
Caulimovirus.11_ATr,0.166666667,0.196730193,0.666666667,0.318736819,0.614035088,0.840834587,NA,NA,0.019781604,0.168572652
Caulimovirus.12_ATr,1.166666667,0.778079191,1.466666667,0.809230302,1.49122807,0.866952454,2.217391304,5.44E-05,0.026027463,0.06480539
Caulimovirus.13_ATr,0.5,0.251346842,1.133333333,0.249738597,0.912280702,0.929927737,1.782608696,5.13E-08,0.025171704,0.075203924
Caulimovirus.14_ATr,0.166666667,0.488452423,0.466666667,0.343781877,0.350877193,0.965402671,0.826086957,6.11E-06,0.007985636,0.58647373
Caulimovirus.16_ATr,0.333333333,0.929144989,0.3,0.477341143,0.385964912,0.965402671,NA,NA,0.038681559,0.014308386
Caulimovirus.17_ATr,0.666666667,0.654625039,0.466666667,0.774119865,0.49122807,0.982785815,0.695652174,0.053186781,0.01596867,0.265993298
Caulimovirus.18_ATr,1.333333333,0.709650265,2,0.16543705,1.49122807,0.683135912,3.304347826,3.30E-11,0.031480978,0.027106532
Caulimovirus.19_ATr,1.166666667,0.404179178,1.833333333,0.974736806,1.631578947,0.7108875,3.391304348,1.29E-08,0.022995236,0.103045858
Caulimovirus.1B_JC,2,0.941825258,2.4,0.279028487,1.807017544,0.539457268,3.173913043,1.93E-05,0.013833077,0.331837347
Caulimovirus.2_ADu,7,0.445067682,9.133333333,0.024157512,7.929824561,0.95517138,10.47826087,2.23E-13,0.009767516,0.506575908
Caulimovirus.2_ATr,0.166666667,0.493072953,0.466666667,0.334206928,0.368421053,0.989305344,0.869565217,2.16E-07,0.010232041,0.478033513
Caulimovirus.2_ECa,1,0.706158331,1.433333333,0.383760194,1.228070175,0.979588306,2.52173913,1.14E-08,0.009835803,0.496738027
Caulimovirus.2_FV,1.166666667,0.850007426,1.366666667,0.386019696,1.228070175,0.998306821,1.739130435,1.12E-05,-0.005864549,0.69325291
Caulimovirus.2_GM,38.33333333,0.581016578,44.46666667,0.029636043,40.66666667,0.979588306,52.95652174,9.22E-15,0.016548767,0.243286534
Caulimovirus.2_JC,1.833333333,0.727165759,1.8,0.415908666,1.403508772,0.581834282,2.608695652,9.92E-07,0.01367835,0.339098686
Caulimovirus.2_NS,0.833333333,0.39204778,1.6,0.098478606,1.175438596,0.830206527,2.565217391,9.20E-09,0.012119191,0.39820777
Caulimovirus.2_OS,1.166666667,0.916825814,1.333333333,0.104363408,1.105263158,0.992503404,1.782608696,3.55E-08,0.008844191,0.543499044
Caulimovirus.2_PTr,6,0.878750955,7.066666667,0.070020811,6.526315789,0.706160538,8.869565217,6.95E-09,0.00820924,0.573388719
Caulimovirus.2_RC,0.5,0.462283302,1.266666667,0.052820501,0.98245614,0.888466773,1.869565217,1.82E-13,0.03220211,0.026071909
Caulimovirus.2_STu,0.833333333,0.992461531,0.766666667,0.664888832,0.789473684,0.903310681,1.47826087,0.000277333,0.015643388,0.27914443
Caulimovirus.2_TC,0.833333333,0.332681711,0.666666667,0.280821908,0.421052632,0.549900849,NA,NA,0.028062717,0.049435835
Caulimovirus.2_VVi,0.166666667,0.215784609,0.5,0.704598191,0.561403509,0.954704163,0.913043478,0.001823603,0.024156185,0.095752763
Caulimovirus.21_ATr,0.833333333,0.876798905,1.133333333,0.4177054,0.789473684,0.600067289,2.608695652,8.32E-12,0.031240633,0.027420685
Caulimovirus.22_ATr,1.5,0.78330921,1.666666667,0.104693505,1.350877193,0.950855627,2.391304348,1.22E-08,0.019128963,0.175966431
Caulimovirus.24_ATr,5.333333333,0.83514146,5.966666667,0.453816795,5.438596491,0.795869818,9.043478261,2.53E-15,0.0178365,0.210480175
Caulimovirus.25_ATr,0.833333333,0.710332467,1.533333333,0.071347376,1.122807018,0.971690409,2.043478261,2.48E-05,0.025461636,0.077399747
Caulimovirus.26_ATr,1.666666667,0.147715305,1.166666667,0.501748948,1.105263158,0.854479782,1.739130435,9.04E-08,-0.002314096,0.882970665
Caulimovirus.27_ATr,0.5,0.777495642,0.733333333,0.223568645,0.578947368,0.883840802,NA,NA,0.024705387,0.081423029
Caulimovirus.2B_OS,0.5,0.836288797,0.666666667,0.441049434,0.578947368,0.981514383,0.913043478,1.35E-05,0.027485263,0.054801857
Caulimovirus.3_ADu,0.5,0.24596775,1.033333333,0.639625657,0.912280702,0.891554276,1.217391304,0.007845524,0.028478135,0.047711918
Caulimovirus.3_ATr,0.833333333,0.959809432,0.833333333,0.872834268,0.736842105,0.871769251,1.782608696,2.58E-07,0.015080758,0.283956703
Caulimovirus.3_GMa,0.166666667,0.911737991,0.333333333,0.200733668,0.228070175,0.921652717,0.695652174,3.47E-05,-0.000327223,0.983789068
Caulimovirus.3_JC,1.333333333,0.994597449,2,0.026411068,1.052631579,0.533616952,3.347826087,4.22E-12,0.010613293,0.454287882
Caulimovirus.3_NS,1,0.556037577,1.533333333,0.363803922,1.263157895,0.813609701,2.956521739,5.06E-10,0.021619702,0.124750496
Caulimovirus.3_STu,1,0.741789877,1.2,0.029286406,0.807017544,0.919997877,1.217391304,0.030792962,0.000869982,0.956246561
Caulimovirus.4_JC,1.333333333,0.160181997,2.2,0.344423384,1.701754386,0.72200496,3.782608696,2.15E-11,-0.002436155,0.868691419
Caulimovirus.4_NS,4.166666667,0.244399459,6.833333333,0.088357847,6.035087719,0.782662803,10.52173913,5.82E-09,0.034338429,0.016908726
Caulimovirus.4_RC,NA,NA,0.466666667,0.39638101,0.263157895,0.581834282,0.565217391,0.079614428,0.009296009,0.524653594
Caulimovirus.4_STu,3.833333333,0.943381757,4.233333333,0.103681703,3.578947368,0.873741507,5.52173913,1.23E-10,0.02359472,0.087082727
Caulimovirus.5_ATr,1.166666667,0.709650265,1.366666667,0.02716751,0.842105263,0.70437691,1.739130435,9.96E-09,0.003834914,0.794515127
Caulimovirus.5_RC,1.166666667,0.310631845,2.466666667,0.098485146,2.157894737,0.724152928,2.826086957,0.001826932,-0.002822128,0.854196986
Caulimovirus.5_STu,1.166666667,0.820751093,1.066666667,0.884886775,1,0.95649751,2.391304348,5.03E-08,0.023413126,0.088855405
Caulimovirus.5B_JC,0.5,0.722990018,0.833333333,0.167079356,0.789473684,0.587377881,1.217391304,0.000348089,-0.010723447,0.4702528
Caulimovirus.6_ATr,0.5,0.868677739,0.333333333,0.349354194,0.543859649,0.587377881,0.826086957,4.60E-05,0.010243488,0.486622342
Caulimovirus.6_JC,0.166666667,0.212171213,0.733333333,0.134003496,0.50877193,0.914112531,1.086956522,0.000189437,0.003643748,0.8094787
Caulimovirus.6_RC,0.166666667,0.432584184,0.433333333,0.689888691,0.403508772,0.967873251,0.869565217,5.31E-07,0.001880432,0.903253317
Caulimovirus.7_ATr,0.333333333,0.207104061,1,0.224352242,0.719298246,0.732657135,1.782608696,5.48E-08,0.037355712,0.014506542
Caulimovirus.7_JC,0.333333333,0.591043639,0.633333333,0.331022972,0.543859649,0.972200991,0.956521739,1.59E-10,0.024569634,0.087482863
Caulimovirus.7_RC,2.333333333,0.298181589,4.033333333,0.032295745,3.052631579,0.97925009,5.739130435,8.88E-10,0.031195563,0.030352818
Caulimovirus.9_ATr,0.5,0.627812733,0.8,0.962091747,0.842105263,0.896716809,1.130434783,0.038846073,-0.00324032,0.833582243
Caulimovirus.PHy,0.166666667,0.877956549,0.266666667,0.603858113,0.228070175,0.968135736,0.826086957,8.09E-08,0.020823495,0.143952342
Caulimovirus.PIn,1.166666667,0.238469781,2.333333333,0.035065003,1.877192982,0.928280821,3.47826087,1.24E-09,0.00595402,0.683388756
Caulimovirus.PPa,0.666666667,0.140100833,1.433333333,0.532724557,1.192982456,0.816933374,3.391304348,1.39E-15,0.027752221,0.044472556
Caulimovirus.TOf,2.5,0.546853092,3.433333333,0.310206563,3,0.919141584,5,1.84E-09,0.028573592,0.045501393
CAULIV.1_Mad,1.166666667,0.978594794,1.9,0.016136337,0.964912281,0.564970926,2.304347826,6.66E-08,0.014819666,0.295040162
CAULIV.1B_Mad,3,0.416034326,3,0.04543276,2.245614035,0.798534668,3.956521739,4.05E-10,0.022518371,0.116300855
CAULIV.1B_SBi,0.5,0.434820146,1,0.171022889,0.789473684,0.98615082,1.652173913,1.88E-07,0.007071676,0.63154089
CAULIV.2_Mad,0.333333333,0.668954605,0.866666667,0.077352934,0.403508772,0.485303371,1.260869565,7.87E-05,-0.006347997,0.670044579
CclemV_scCc1,1.666666667,0.160181997,2.533333333,0.264866742,2.263157895,0.982785815,3.47826087,2.00E-10,0.032721767,0.023328472
CclemV_scCc2,0.166666667,0.964397674,0.233333333,0.360589014,0.157894737,0.978935422,0.739130435,1.55E-06,0.03508487,0.018256535
CclemV_scCc3,0.833333333,0.468005176,1.3,0.053857879,0.98245614,0.860941729,1.739130435,1.30E-05,0.022364636,0.120343938
CclemV_scCc5,2.666666667,0.850223918,3.133333333,0.341929095,2.666666667,0.7108875,4.130434783,6.76E-07,0.02315542,0.103192607
CclemV_scPt1,2.333333333,0.999261209,2.966666667,0.070291994,2.333333333,0.99877949,4.695652174,4.14E-11,0.022102309,0.104339217
CENSAT_ZM,3.333333333,0.968848361,4.1,0.040099931,3.736842105,0.585093754,7.956521739,2.89E-18,-0.00384615,0.801777152
CENSATC4_ZM,0.5,0.982737859,0.733333333,0.122126959,0.473684211,0.964120364,1.173913043,6.45E-06,0.017405408,0.230796455
CENTA_I,0.166666667,0.627812733,0.333333333,0.822305716,0.228070175,0.660151138,0.782608696,1.37E-05,0.015344754,0.289958137
CEREBA_HV.int,4.5,0.489402782,5.8,0.025867997,4.912280702,0.870134908,5.913043478,0.002580044,0.016353894,0.259787589
Chester.1,2.5,0.116090454,3.866666667,0.32300704,3.631578947,0.884785858,7.043478261,7.14E-11,0.036936227,0.015877329
Chlamys.1_bBra,398.8333333,0.126014979,569.6,0.036494483,434.2280702,0.468453195,963.0434783,2.76E-13,0.026194609,0.055000551
Chlamys.1_cBra,0.666666667,0.337013079,1.4,0.349804054,1.052631579,0.723384061,2.391304348,3.82E-08,0.014517725,0.30867299
Chlamys.1_tObl,20.33333333,0.952314429,22.06666667,0.074524159,20.56140351,0.98615082,24.26086957,1.29E-07,0.033923229,0.020389105
Chlamys.10a_cRei,1.666666667,0.849942188,2.033333333,0.075724784,1.438596491,0.891278417,3.347826087,2.63E-11,0.02742572,0.048769929
Chlamys.10b_cRei,5.833333333,0.869008763,6.5,0.051472421,5.50877193,0.859222218,8.47826087,2.70E-08,0.035072668,0.017796216
Chlamys.10c_cRei,3.833333333,0.300826347,5.833333333,0.133274645,5.315789474,0.822048946,8.826086957,6.89E-16,0.013654748,0.336371322
Chlamys.2_cInc,0.666666667,0.948650851,0.833333333,0.094852356,0.666666667,0.915611373,NA,NA,0.012638868,0.373161881
Chlamys.3_cBra,0.166666667,0.28657287,0.666666667,0.067781707,0.403508772,0.744742253,0.913043478,1.06E-07,0.017220231,0.232446703
Chlamys.4_cBra,26.5,0.176481166,34.2,0.016102381,30.61403509,0.89357092,37.65217391,2.01E-10,0.026374896,0.062122272
Chlamys.4_cRei,8.666666667,0.127018949,10.33333333,0.129776389,10.22807018,0.548298053,11,0.000163292,0.019529268,0.175966431
Chlamys.5_cSch,1.833333333,0.319266751,1.733333333,0.136554955,1.473684211,0.789609823,1.739130435,0.051731998,0.021500385,0.141646767
Chlamys.5a_cRei,37.83333333,0.121260101,50.1,0.035862198,44.26315789,0.992503404,66.43478261,9.69E-16,0.036489053,0.014506542
Chlamys.6_cBra,5,0.944237337,5.233333333,0.087931769,5.122807018,0.683135912,6.260869565,2.57E-07,-0.007820493,0.596706181
Chlamys.7_cSch,1.5,0.850988377,1.4,0.868436002,1.385964912,0.901841112,1.956521739,3.87E-13,0.01783645,0.222912346
Chlamys.N4_cRei,0.666666667,0.877634841,0.733333333,0.973112226,0.771929825,0.844691125,0.956521739,2.72E-05,0.002678676,0.861412497
Chlamys.N5_cRei,0.833333333,0.760268943,0.8,0.495321896,0.666666667,0.718822041,0.913043478,0.008605473,-0.004019914,0.79252959
CIN4E_ZM,0.666666667,0.253289634,1.266666667,0.164905664,0.98245614,0.708009713,1.869565217,2.91E-11,0.017418538,0.22196042
CINFUL1_ZM.int,0.666666667,0.970329278,0.8,0.090124017,0.701754386,0.814412643,0.956521739,1.87E-07,0.020590407,0.161517955
CINFUL2_ZM.int,0.5,0.189017437,1.133333333,0.661098661,0.98245614,0.901969282,1.869565217,0.001271285,0.00698692,0.630741173
CINFUL2A_I,0.666666667,0.928392446,0.833333333,0.119259725,0.719298246,0.964120364,0.956521739,5.92E-06,0.016433017,0.258839495
CINFUL3_LTR,0.333333333,0.49282761,0.7,0.232985501,0.631578947,0.833188511,NA,NA,0.006814073,0.643231005
CLAUDIA1_TM_I,5.5,0.716332322,6.8,0.14315364,5.192982456,0.227022147,8.47826087,9.33E-09,0.009920832,0.492438272
CLOUD.4,1.666666667,0.913796863,2.466666667,0.03138598,1.403508772,0.468453195,3.304347826,1.62E-06,0.023499883,0.097901257
CLOUD.6,NA,NA,0.4,0.247567482,0.228070175,0.802457711,0.608695652,0.003540916,0.011921601,0.41380337
CLOUD.7,8.666666667,0.127262069,11.5,0.329293051,9.807017544,0.479182587,15.2173913,4.04E-13,0.010486702,0.464166835
COP_I_MT,72.5,0.096845793,86.66666667,0.026048715,80.35087719,0.996985639,95.30434783,1.10E-13,0.020402879,0.146822861
COP_LTR_MT,8.5,0.753540189,9.533333333,0.11530669,7.578947368,0.666960165,16.26086957,2.62E-11,0.035345128,0.014662862
COP10_I_MT,2.5,0.290362726,3.666666667,0.137408914,3.280701754,0.998306821,4.565217391,8.94E-10,0.042389117,0.014308386
COP12_I_MT,14.83333333,0.956046238,14.93333333,0.653320076,14.75438596,0.982641665,16.86956522,1.47E-11,0.012813948,0.367901261
COP12_LTR_MT,15.83333333,0.403973175,20.4,0.030022207,17.8245614,0.944319287,24.17391304,5.60E-14,0.006041254,0.681815522
COP14_I_MT,45.33333333,0.318753462,53.03333333,0.030529097,48.29824561,0.937189414,61.30434783,3.91E-17,0.039757586,0.014308386
COP14_LTR_MT,20.16666667,0.171059884,32.76666667,0.043314271,26.40350877,0.860941729,50.08695652,4.06E-15,0.039082141,0.014308386
COP16_I_MT,54.66666667,0.560363788,61.1,0.037720195,55.28070175,0.774701475,75.34782609,6.00E-18,0.032249052,0.023119631
COP16_LTR_MT,25,0.330823251,31.8,0.032241848,29.43859649,0.803004015,39.69565217,2.36E-19,0.030611836,0.032607731
COP18_I_MT,1.833333333,0.226667192,3.333333333,0.158756087,2.859649123,0.989589254,4.913043478,1.83E-10,0.017282004,0.226931353
COP18_LTR_MT,0.833333333,0.123565465,1.666666667,0.202674801,1.315789474,0.776489587,2.434782609,2.46E-06,0.01200017,0.4073684
COP2_I_MT,73.83333333,0.096845793,90.26666667,0.032347074,83.10526316,0.929927737,112.6521739,4.37E-14,0.030674251,0.025864544
COP2_LTR_MT,1.5,0.959312682,2,0.053520024,1.298245614,0.814372382,2.826086957,4.71E-06,0.028811832,0.04366321
COP20_I_MT,8,0.889930646,9.533333333,0.044753159,8.070175439,0.958552997,12.17391304,6.27E-11,0.028425333,0.04163203
COP20_LTR_MT,1.5,0.429338858,2.366666667,0.080337675,1.789473684,0.74803762,3.173913043,7.01E-06,0.021360486,0.125204598
COP21_I_MT,25.66666667,0.352436701,30.23333333,0.077422885,28.1754386,0.972373261,36.43478261,3.98E-15,0.036631441,0.014506542
COP21_LTR_MT,1,0.868677739,1.166666667,0.621630706,1.087719298,0.992040982,NA,NA,0.026552184,0.051019439
COP3_I_MT,7.333333333,0.247882454,9.3,0.363629937,8.736842105,0.741687294,11.08695652,7.93E-11,0.039056996,0.014308386
COP4_I_MT,6.5,0.654625039,8.333333333,0.034224528,7.333333333,0.945261475,10.34782609,1.30E-15,0.023357579,0.09220354
COP4_LTR_MT,1,0.144825333,2.233333333,0.035603445,1.771929825,0.998425776,2.739130435,6.70E-11,0.029679047,0.037058311
COP6_I_MT,13.83333333,0.415290203,15.26666667,0.389073198,15.15789474,0.733359238,16.60869565,6.12E-13,0.011352104,0.424221201
COP6_LTR_MT,2.833333333,0.130103307,2.6,0.03078273,2.245614035,0.942453618,2.913043478,1.65E-11,0.033064296,0.020077445
COP7_I_MT,518.8333333,0.161751692,611.6333333,0.054637601,564,0.965402671,707.6956522,3.39E-15,0.025527306,0.07613418
COP7_LTR_MT,1.5,0.094969206,3.5,0.046201811,2.649122807,0.657437619,4.652173913,4.34E-13,0.03427419,0.019615053
COP8_I_MT,21.16666667,0.116090454,26.46666667,0.071217631,24.26315789,0.973841026,34.04347826,7.39E-17,0.027788863,0.042175546
COP8_LTR_MT,35,0.227710034,42.23333333,0.044502973,39.14035088,0.961715043,52.34782609,1.22E-19,0.036022184,0.014751695
COPI2_I,3.5,0.385703295,5.533333333,0.064231145,4.561403509,0.825756166,6.826086957,5.91E-07,0.027406883,0.050349114
Copia.1_AIp.I,2,0.139851069,3.933333333,0.029575226,2.964912281,0.825794494,4.608695652,2.04E-06,0.022118094,0.111592623
Copia.1_AIp.LTR,0.5,0.924962464,0.833333333,0.011754179,0.526315789,0.962894914,0.869565217,0.000120252,0.011781798,0.414996212
Copia.1_ALY.I,0.5,0.609598601,0.8,0.517479244,0.719298246,0.965402671,1.260869565,0.000590117,0.008147198,0.584673024
Copia.1_AT.I,0.833333333,0.704535775,0.8,0.355527717,0.666666667,0.816286422,0.869565217,0.046861242,0.012407027,0.388993157
